id,platform,content,createdAt,permalink,reactionsCount,sharesCount,commentsCount,category
1447418488835258_1190942566366501,Facebook,"เทคโนโลยีไม่ได้ยาก ถ้าคุณมีใจเรียนรู้ 💖
กดติดตามอัปเดตความรู้ข่าวสารด้านไอทีอีก 1 ช่องทางได้ที่ https://www.tiktok.com/@mahidol_it?_t=ZS-8tDMIVqiKsa&_r=1",2025-01-20 04:39:47,https://www.facebook.com/1441935884600500/posts/1190942566366501,9,2,0,miscellaneous
1447418488835258_1191898056270952,Facebook,"💻🔎วิธีตรวจสอบการใช้งานพื้นที่จัดเก็บข้อมูลใน OneDrive สำหรับนักศึกษาและศิษย์เก่ามหาวิทยาลัยมหิดล
👉ท่านสามารถ ตรวจสอบพื้นที่ใช้งาน OneDrive ของท่านได้ที่: https://login.microsoftonline.com/
📌หากท่านต้องการความช่วยเหลือ:
 📌ติดต่อ กองเทคโนโลยีสารสนเทศ ม.มหิดล
📱โทรศัพท์ : +66 (0) 2849 6022
📧E-mail : consult@mahidol.ac.th",2025-01-21 11:16:41,https://www.facebook.com/1441935884600500/posts/1191898056270952,23,39,0,Guides
1447418488835258_1191910202936404,Facebook,"👨‍💻🔎💻วิธีตรวจสอบการใช้งานพื้นที่จัดเก็บข้อมูลใน OneDrive สำหรับบุคลากร มหาวิทยาลัยมหิดล
👉ท่านสามารถ ตรวจสอบพื้นที่ใช้งาน OneDrive ของท่านได้ที่: https://login.microsoftonline.com/
📌หากท่านต้องการความช่วยเหลือ:
 📌ติดต่อ กองเทคโนโลยีสารสนเทศ ม.มหิดล
📱โทรศัพท์ : +66 (0) 2849 6022
📧E-mail : consult@mahidol.ac.th",2025-01-21 11:37:30,https://www.facebook.com/1441935884600500/posts/1191910202936404,27,23,0,Guides
1447418488835258_1194153132712111,Facebook,"กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล 
📣 ขอเชิญทุกท่านร่วมบริจาคเงินเข้ากองทุนบุคลากร ""กองทุน Mahidol Digital Transformation"" 📣

เพื่อเป็นการส่งเสริมและสนับสนุนการดำเนินงานของมหาวิทยาลัยในการพัฒนาและให้บริการในรูปแบบ Digital Transformation ให้ครอบคลุมในทุกพันธกิจทั้งด้านการศึกษา วิจัย บริการวิชาการ
และการพัฒนาบุคลากรรวมไปถึงบริการทางการแพทย์แบบ Healthcare Everywhere ต่อไป

✨ ลดหย่อนภาษีได้ 1 เท่า ✨
ผู้สนใจสามารถร่วมบริจาคได้ที่บัญชี ธนาคารกสิกรไทย
059-8-17389-3 
มูลนิธิมหาวิทยาลัยมหิดล

แจ้งการโอนเงินบริจาคได้ที่ E-mail : mahidoldxfund@mahidol.ac.th

ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
————————————————————————
📞 0-2849-6022",2025-01-24 06:32:55,https://www.facebook.com/1441935884600500/posts/1194153132712111,20,3,0,miscellaneous
1447418488835258_1196419669152124,Facebook,"💻กองเทคโนโลยีสารสนเทศ แจ้งเปิดพื้นที่ให้บริการ ชั้น 1  อาคารสำนักงานอธิการบดี มหาวิทยาลัยมหิดล ศาลายา
ตั้งแต่วันที่  3 กุมภาพันธ์ 2568 เป็นต้นไป
📌ให้บริการห้องปฏิบัติการคอมพิวเตอร์  จำนวน 40 ที่นั่ง
📌ให้บริการเครื่องคอมพิวเตอร์  จำนวน 10 ที่นั่ง
📌ให้บริการพื้นที่ Co-working Space จำนวน 42 ที่นั่ง
🧑‍💻ติดต่อบุคลากรกองเทคโนโลยีสารสนเทศ
ชั้น 1 อาคารสำนักงานอธิการบดี
- งานระบบคอมพิวเตอร์และเครือข่ายสื่อสาร
- งานพัฒนาและบริหารระบบเทคโนโลยีสารสนเทศ
ชั้น 2 อาคารสำนักงานอธิการบดี
- งานพัฒนาสื่อผสม
- งานยุทธศาสตร์และบริการสารสนเทศ
🧑‍💻ติดต่อ กองเทคโนโลยีสารสนเทศ ม.มหิดล
📱โทรศัพท์ : +66 (0) 2849 6022
📧E-mail : consult@mahidol.ac.th",2025-01-27 05:00:36,https://www.facebook.com/1441935884600500/posts/1196419669152124,21,13,0,miscellaneous
1447418488835258_1207307434730014,Facebook,"📣ประกาศการจัดสรรพื้นที่การใช้งานระบบ Microsoft และ Google ของมหาวิทยาลัยมหิดล ประจำปี 2568 เนื่องจากผู้ให้บริการมีการเปลี่ยนแปลงข้อเสนอการจัดเก็บข้อมูลบนพื้นที่เก็บข้อมูลส่วนบุคคล ดังนั้นมหาวิทยาลัยจึงต้องมีการบริหารจัดการพื้นที่การเก็บข้อมูลใหม่ 
โดยท่านสามารถอ่านรายละเอียดเพิ่มเติมได้ที่
https://muit.mahidol.ac.th/update/post-50/
📌หากท่านต้องการความช่วยเหลือ:
 📌ติดต่อ กองเทคโนโลยีสารสนเทศ ม.มหิดล
📱โทรศัพท์ : +66 (0) 2849 6022
📧E-mail : consult@mahidol.ac.th",2025-02-10 06:56:49,https://www.facebook.com/1441935884600500/posts/1207307434730014,33,57,2,Systemic Annoucements
1447418488835258_1213115767482514,Facebook,"รู้ยัง Mahidol Digital ID มีเครื่องมือที่ช่วยให้การเรียนการสอนสะดวกมากขึ้น 🤩 
.
ไม่ว่าจะเป็น 
🟢 Microsoft Office 365 A3
🟢 Google Workspace for Education
🟢 Copilot
🟢 MAHIDOL Gen AI
🟢 Gemini
.
ทั้งหมดนี้สามารถใช้งานได้ด้วย Account Mahidol 
🌐 @mahidol.ac.th / @mahidol.edu
🌐 @student.mahidol.ac.th / @student.mahidol.edu

ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-02-17 03:21:24,https://www.facebook.com/1441935884600500/posts/1213115767482514,25,20,0,miscellaneous
1447418488835258_1215825870544837,Facebook,"📢 ประกาศ 📢 
เรื่อง การเปลี่ยนระบบอีเมลสำหรับบุคลากร
.
กองเทคโนโลยีสารสนเทศจะดำเนินการเปลี่ยนระบบอีเมลสำหรับบุคลากร (Mahidol.ac.th) จากระบบเดิม https://webmail.mahidol.ac.th ไปเป็นระบบอีเมลบน Google Workspace ของมหาวิทยาลัย 
.
✅ สามารถเข้าใช้งานระบบอีเมลใหม่ได้ที่ 👉 https://mail.mahidol.ac.th 🗓️ ตั้งแต่วันที่ 1 มีนาคม 2568
✅ สามารถเข้าใช้งานด้วย รูปแบบ ชื่อ.นามสกุล 3 ตัว@mahidol.ac.th
✅ ผู้ใช้งานสามารถตรวจสอบอีเมลฉบับก่อนวันที่ 1 มีนาคม 2568 ได้ที่ระบบอีเมลเดิม https://webmail.mahidol.ac.th แต่จะไม่สามารถรับส่งอีเมลได้ และระบบนี้ยุติการเข้าถึงตั้งแต่วันที่ 1 ตุลาคม 2568 เป็นต้นไป
✅ ทั้งนี้หลังจากเปลี่ยนระบบอีเมลแล้ว อีเมล mahidol.edu ยังคงรับอีเมลได้ตามปกติ 
✅ กองฯ จะเริ่มดำเนินการโอนย้ายอีเมลเดิมของแต่ละผู้ใช้งานไปยังระบบอีเมลบน Google Workspace ของมหาวิทยาลัย ตั้งแต่วันที่ 1 มีนาคม 2568 เป็นต้นไป จนกว่าจะแล้วเสร็จ

ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-02-20 08:13:29,https://www.facebook.com/1441935884600500/posts/1215825870544837,81,122,2,Systemic Annoucements
1447418488835258_1218866216907469,Facebook,"📢 Notification 📢 
The email system for Mahidol University staff has been changed.
.
Division of Information Technology, Mahidol University will be transitioning the Mahidol University staff email system from the current system, https://webmail.mahidol.ac.th, to Mahidol University Google Workspace.
.
✅ Beginning March 1, 2025, log into the new email system at https://mail.mahidol.ac.th.
✅ Use the username firstname.sur@mahidol.ac.th.
✅ All emails received prior to March 1, 2025 can still be read at https://webmail.mahidol.ac.th. It will not be possible to send emails via this portal. Https://webmail.mahidol.ac.th will be switched off from October 1, 2025.
✅ After the migration to Mahidol University Google Workspace, you will still be able to receive incoming emails sent to email: @mahidol.edu on a regular basis.
✅ Division of Information Technology will begin migrating systems on March 1, 2025 until the migration is successfully completed.

Contact Us
———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-02-24 01:55:00,https://www.facebook.com/1441935884600500/posts/1218866216907469,6,4,0,Systemic Annoucements
1447418488835258_1221410203319737,Facebook,"คำถามที่พบบ่อย ❓ ตอบทุกข้อสงสัย💡
.
การเปลี่ยนระบบอีเมลของบุคลากรสายวิชาการ บุคลากรสายสนับสนุน และนักศึกษามหาวิทยาลัยมหิดล จาก Microsoft Exchange ไปยัง Google Workspace
.
สามารถอ่านรายละเอียดเพิ่มเติมได้ที่ : https://muit.mahidol.ac.th/docs/users-guide/manual-email/faq-changemail/

ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-02-27 04:07:08,https://www.facebook.com/1441935884600500/posts/1221410203319737,37,32,0,Guides
1447418488835258_1221412063319551,Facebook,"คำถามที่พบบ่อย ❓ ตอบทุกข้อสงสัย💡
.
โครงการปรับปรุงพื้นที่การจัดเก็บข้อมูล OneDrive และ Microsoft 365
.
สามารถอ่านรายละเอียดเพิ่มเติมได้ที่ : https://muit.mahidol.ac.th/docs/users-guide/manual-email/faq-data-storage/

ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-02-27 04:09:20,https://www.facebook.com/1441935884600500/posts/1221412063319551,26,16,0,Guides
1447418488835258_1225569466237144,Facebook,"📢 แจ้งการเปลี่ยนแปลงระบบอีเมลมหาวิทยาลัยมหิดล

ตั้งแต่วันที่ 1 มีนาคม 2568 เป็นต้นไป ระบบอีเมลของมหาวิทยาลัยจะมีการเปลี่ยนแปลงเพื่อพัฒนาประสิทธิภาพและรองรับการใช้งานได้ดียิ่งขึ้น รายละเอียดมีดังนี้

📢 การเปลี่ยนแปลงที่สำคัญ
1. มหาวิทยาลัยได้ปรับเปลี่ยนช่องทางการเข้าใช้งานระบบอีเมล โดยผู้ใช้งาน สามารถเข้าใช้งานระบบอีเมลที่ช่องทาง https://mail.mahidol.ac.th และใช้ login  ชื่อ.นามสกุลสามตัวแรก@mahidol.ac.th
2. สำหรับการรับอีเมล ตั้งแต่วันที่ 1 มีนาคม 2568 เป็นต้นไป อีเมลที่ส่งมายัง @mahidol.edu และ @mahidol.ac.th จะถูกจัดเก็บไว้ในกล่องจดหมายเดียวกัน
3. ทั้งนี้ อีเมลที่ส่งออกจากระบบใหม่จะแสดงที่อยู่อีเมลเป็น @mahidol.ac.th หากผู้ใช้งานต้องการใช้ @mahidol.edu เป็นที่อยู่อีเมลหลักในการติดต่อ หรือต้องการเลือกที่อยู่อีเมลก่อนส่ง สามารถตั้งค่าได้เองในระบบ

ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-04 02:47:08,https://www.facebook.com/1441935884600500/posts/1225569466237144,39,54,0,Systemic Annoucements
1447418488835258_1225571976236893,Facebook,"📢 การตั้งค่าเพื่อใช้ @mahidol.edu สำหรับการส่งอีเมล

หากต้องการให้ อีเมลที่ส่งออกแสดงเป็น @mahidol.edu หรือเลือกที่อยู่อีเมลก่อนส่ง สามารถตั้งค่าได้ตามขั้นตอนดังนี้
1. เข้าไปที่ https://mail.mahidol.ac.th
2. คลิกไอคอนรูปเฟืองที่มุมขวาบน แล้วเลือก See all settings
3. ไปที่แท็บ Accounts
4. ในส่วน Send mail as: คลิก Add another email address
5. ใส่อีเมล @mahidol.edu ของท่าน และดำเนินการตามขั้นตอนการยืนยัน
เมื่อดำเนินการเรียบร้อยแล้ว ท่านสามารถเลือกที่อยู่ของอีเมลที่ต้องการใช้ส่งออกได้

ท่านสามารถศึกษารายละเอียดการตั้งค่าอื่นๆ เพิ่มเติมได้ที่ https://muit.mahidol.ac.th/docs/users-guide/manual-email/
...................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-04 02:51:02,https://www.facebook.com/1441935884600500/posts/1225571976236893,47,75,0,Guides
1447418488835258_1228377132623044,Facebook,"📌การเปลี่ยนแปลงระบบอีเมลมหาวิทยาลัยมหิดล กรณีที่ผู้ใช้งานมี 2 อีเมล 📧📧
กรณีผู้ใช้งานที่มีทั้งอีเมล @mahidol.ac.th และ @mahidol.edu:
- การเข้าใช้งานระบบอีเมลผ่านเว็บบราวเซอร์ ให้ไปที่เว็บไซต์ https://mail.mahidol.ac.th 
- อีเมลที่ส่งเข้า @mahidol.ac.th ก่อนวันที่ 1 มีนาคม 2568 เข้าดูได้ที่ https://webmail.mahidol.ac.th
(กองไอทีจะทยอยย้ายอีเมลดังกล่าวไป https://mail.mahidol.ac.th ให้ท่านจนกว่าจะแล้วเสร็จ) 
- ตั้งแต่วันที่ 1 มีนาคม 2568 อีเมลใหม่ถูกส่งเข้า @mahidol.ac.th และ @mahidol.edu เข้าดูได้ที่ https://mail.mahidol.ac.th ทั้งหมด
-----------------------
ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-07 08:22:06,https://www.facebook.com/1441935884600500/posts/1228377132623044,27,37,0,Systemic Annoucements
1447418488835258_1228412039286220,Facebook,"📣 รับสมัคร นักศึกษา อาจารย์ และบุคลากร เข้าร่วมโครงการ ✨ Samart Skills (Google Career Certificate) ระยะที่ 3 ✨
ระยะเวลาโครงการ : เดือนกุมภาพันธ์ - เดือนมิถุนายน 2568
.
ผู้ที่เข้าร่วมโครงการฯ จะได้พัฒนาและต่อยอดความรู้ด้านเทคโนโลยีสารสนเทศตามความสนใจ ผ่านหลักสูตรต่างๆ ของ Google แบบเรียนรู้ด้วยตนเองผ่านระบบ Coursera รวมถึงได้รับการสนับสนุนทุนการสอบ Google Career Certificate ให้โดยไม่มีค่าใช้จ่าย 
.
➡️ รับสมัครตั้งแต่ วันนี้ - 20 มีนาคม 2568
🔥 จำกัด 500 ทุน
.
👉 ลงทะเบียนเข้าร่วมโครงการ : https://www.shorturl.asia/ReY6B
👉 รายละเอียดหลักสูตร Google Professional Certificates : https://shorturl.asia/6UTJ3
👉 รายละเอียดโครงการ : https://muit.mahidol.ac.th/dl/google-certificat2568/  
———————————————————————————
📞 0-2849-6022
📧 dl@mahidol.ac.th",2025-03-07 09:22:14,https://www.facebook.com/1441935884600500/posts/1228412039286220,22,42,0,Opportunity&Recruitment
1447418488835258_1231140102346747,Facebook,"📣Notification of the change to Mahidol University email system.

📧 Before March 1, 2025
1 person has 2 emails, 2 inboxes and 2 login systems.
- name.sur@mahidol.ac.th  - name.sur@mahidol.edu

name.sur@mahidol.ac.th sends email as @mahidol.ac.th

name.sur@mahidol.edu sends email as @mahidol.edu

📧 From March 1, 2025
1 person will have 2 emails and 1 login system.
2 mailboxes will be merged into one. You can choose one of your email addresses as the sender.

You can log in to the Mahidol University email system at https://mail.mahidol.ac.th

Log in with name.sur@mahidol.ac.th.

You can choose the sender name either @mahidol.ac.th or @mahidol.edu by clicking on the setting “Setting > Accounts > Add another email address”.

.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-10 08:28:30,https://www.facebook.com/1441935884600500/posts/1231140102346747,6,3,0,Systemic Annoucements
1447418488835258_1231142462346511,Facebook,"📣Set @mahidol.edu as the sender.
If you would like to send an email using @mahidol.edu or choose one of your email addresses as the sender, please follow these steps.

1. Go to https://mail.mahidol.ac.th.
2. Click on the gear icon or the setting icon in the upper right corner. Then select “See all settings”.
3. Go to the ""Accounts"" tab.
4. Under “Send mail as” click “Add another email address”.
5. Enter the email address @mahidol.edu and then click “Next Step”.

📧 When the setting is complete, you can choose one of your email addresses as the sender.

.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-10 08:32:24,https://www.facebook.com/1441935884600500/posts/1231142462346511,13,7,0,Guides
1447418488835258_1231145612346196,Facebook,"📌การเปลี่ยนแปลงระบบอีเมลมหาวิทยาลัยมหิดล กรณีที่ผู้ใช้งานมีเฉพาะ อีเมล @mahidol.ac.th📧
กรณีผู้ใช้งานมีเฉพาะอีเมล @mahidol.ac.th
- การเข้าใช้งานระบบอีเมลผ่านเว็บบราวเซอร์ ให้ไปที่เว็บไซต์ https://mail.mahidol.ac.th 
- อีเมลที่ส่งเข้า @mahidol.ac.th ก่อนวันที่ 1 มีนาคม 2568 เข้าดูได้ที่ https://webmail.mahidol.ac.th
(กองไอทีจะทยอยย้ายอีเมลดังกล่าวไป https://mail.mahidol.ac.th ให้ท่านจนกว่าจะแล้วเสร็จ) 
- ตั้งแต่วันที่ 1 มีนาคม 2568 อีเมลใหม่ถูกส่งเข้า @mahidol.ac.th เข้าดูได้ที่ https://mail.mahidol.ac.th
-----------------------
ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-10 08:38:33,https://www.facebook.com/1441935884600500/posts/1231145612346196,16,9,0,Systemic Annoucements
1447418488835258_1231150372345720,Facebook,"📧📱 การตั้งค่าใช้งานอีเมล มหาวิทยาลัยมหิดล สำหรับอุปกรณ์ iOS และ Android รวมถึงคู่มืออื่น ๆ ที่เกี่ยวข้อง สามารถศึกษาเพิ่มเติมได้ที่
https://muit.mahidol.ac.th/docs/users-guide/manual-email/

.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-10 08:48:59,https://www.facebook.com/1441935884600500/posts/1231150372345720,8,16,0,Guides
1447418488835258_1232823588845065,Facebook,"พิธีรับมอบประกาศนียบัตรใบรับรองมาตรฐาน ISO/IEC 27001:2022 ด้านระบบการจัดการความมั่นคงปลอดภัยของสารสนเทศ กองเทคโนโลยีสารสนเทศ 

วันอังคารที่ 11 มีนาคม 2568 นายแพทย์ปิยะมิตร ศรีธรา อธิการบดี พร้อมด้วย รองศาสตราจารย์ นายแพทย์เชิดชัย นพมณีจำรัสเลิศ รองอธิการบดีฝ่ายสารสนเทศและดิจิทัลทรานส์ฟอร์เมชัน และผู้ช่วยศาสตราจารย์ ดร.นริศ หนูหอม ผู้ช่วยอธิการบดีฝ่ายสารสนเทศและดิจิทัลทรานส์ฟอร์เมชัน รักษาการแทนผู้อำนวยการกองเทคโนโลยีสารสนเทศพร้อมบุคลากรกองฯ รับมอบประกาศนียบัตรใบรับรองมาตรฐาน  ISO/IEC 27001:2022 ด้านระบบการจัดการความมั่นคงปลอดภัยของสารสนเทศ กองเทคโนโลยีสารสนเทศ ภายใต้กรอบการประเมิน ""Information Security Management System for Data Center Infrastructure at the Division of Information Technology Office of the President, Mahidol University, Salaya Campus"" จาก นายกุลธัช บุญบงการ ผู้จัดการประจำประเทศ บริษัท บีเอสไอ กรุ๊ป (ประเทศไทย) ณ กองเทคโนโลยีสารสนเทศ อาคารสำนักงานอธิการบดี ชั้น 1 มหาวิทยาลัยมหิดล ศาลายา",2025-03-12 03:55:46,https://www.facebook.com/1441935884600500/posts/1232823588845065,33,0,0,Events
1447418488835258_1232863008841123,Facebook,"🔥แจ้งเตือนอีเมลหลอกลวง...ถ้าได้รับอีเมลดังกล่าว อย่าหลงเชื่อ คลิก Link หรือให้ข้อมูลใด ๆ ทั้งสิ้น
หากเข้าเว็บไซต์ดังกล่าวไปแล้ว ให้ทำการเปลี่ยน Password อีเมลได้ที่
https://myinternet.mahidol.ac.th/",2025-03-12 04:58:08,https://www.facebook.com/1441935884600500/posts/1232863008841123,19,25,0,Warning annoucements
